UNU_Key	Product	Component	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	Nd_content	Component_weight	Nd_concentration	Content_source	Component_source	Conc_source	Prod_weight
0304	Printers	NdFeB	0	7.00934579439252E-05	0.000155763239875	0.000272585669782	0.000467289719626	0.000737316847262	0.001085180580614	0.001433044313965	0.001780908047316	0.002128771780667	0.002476635514019	0.002906542056075	0.003336448598131	0.003766355140187	0.004196261682243	0.004626168224299	0.005700934579439	0.006775700934579	0.00785046728972	0.00892523364486	0.01	0.00987361944481	0.00974723888962	0.00962085833443	0.00949447777924	0.00936809722405	0.009319328459878	0.009248087071106	0.009174582765349	0.009041378575921	0.008882908733584	0.00036268	15	0.2280		Glöser-Chahoud et al. (2016)		9.11586206896551
0305	Telecom	NdFeB	0	0.003504672897196	0.007788161993769	0.013629283489097	0.023364485981309	0.036865842363118	0.054259029030681	0.071652215698245	0.089045402365808	0.106438589033371	0.123831775700935	0.145327102803738	0.166822429906542	0.188317757009346	0.209813084112149	0.231308411214953	0.285046728971963	0.338785046728972	0.392523364485981	0.446261682242991	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5		0.483285714285714	0.2105				0.581724137931034
0306a	Mobile phones 	NdFeB	0	0.007009345794393	0.015576323987539	0.027258566978193	0.046728971962617	0.073731684726236	0.108518058061362	0.143304431396489	0.178090804731616	0.212877178066742	0.247663551401869	0.290654205607477	0.333644859813084	0.376635514018692	0.419626168224299	0.462616822429906	0.570093457943925	0.677570093457944	0.785046728971962	0.892523364485981	1	1	1	1	1	1	1	1	1	1	1	0.0038515	0.483285714285714	0.2105	Böni (2015); REMANENCE (2017)	Habib et al. (2014); Böni (2015); Bandara et al. (2014); Buchert et al. (2012); Ciacci et al. (2019)	Habib et al. (2014); Böni (2015)	0.098620689655172
0306b	Smartphones 	NdFeB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.001097	0.2008	0.2245		Manhart et al. (2016); Böni (2015); 	Habib et al. (2014); Böni (2015)	0.098620689655172
0309	Flat screen monitors	NdFeB	0	0.00323599907953	0.007191109065622	0.012584440864838	0.021573327196865	0.034039648050629	0.05009944526918	0.066159242487731	0.082219039706282	0.098278836924834	0.114338634143385	0.134186095164501	0.154033556185616	0.173881017206732	0.193728478227848	0.213575939248964	0.263194591801753	0.312813244354543	0.362431896907333	0.412050549460122	0.461669202012912	0.455834601006456	0.45	0.506043565705476	0.560461455864892	0.613253670478246	0.67	0.664878200646924	0.659593712062862	0.650017184386938	0.638624218163826		3.95	0.1648		Lixandru et al. (2017)	Lixandru et al. (2017)	5.31689655172414
0401	Small consumer electronics	NdFeB	0	0.001078666359843	0.002397036355207	0.004194813621613	0.007191109065622	0.01134654935021	0.016699815089727	0.022053080829244	0.027406346568761	0.032759612308278	0.038112878047795	0.044728698388167	0.051344518728539	0.057960339068911	0.064576159409283	0.071191979749655	0.087731530600585	0.104271081451514	0.120810632302444	0.137350183153374	0.153889734004304	0.151944867002152	0.15	0.222474899582394	0.292994628203708	0.361559185863942	0.431764325491384	0.5	0.49602597244208	0.488824256649168	0.480256547396536	0.000468946	2.09677419354839	0.1770	Nansai et al. (2014)	Ciacci et al. (2019)		0.39
0401b	Headphones, earphones	NdFeB	0	0.002157332719687	0.004794072710414	0.008389627243225	0.014382218131243	0.022693098700419	0.033399630179453	0.044106161658488	0.054812693137522	0.065519224616556	0.07622575609559	0.089457396776334	0.102689037457078	0.115920678137821	0.129152318818565	0.142383959499309	0.175463061201169	0.208542162903029	0.241621264604888	0.274700366306748	0.307779468008608	0.303889734004304	0.3	0.444949799164789	0.585989256407416	0.723118371727884	0.863528650982768	1	0.99205194488416	0.977648513298336	0.960513094793072	0.00559475	0.93	0.1770	REMANENCE (2017)	Hobohm & Kuchta (2015)	Böni (2015)	0.0855
0403	Music instruments, radio, HiFi	NdFeB	0	0.005607476635514	0.012461059190031	0.021806853582555	0.037383177570094	0.058985347780989	0.08681444644909	0.114643545117191	0.142472643785293	0.170301742453394	0.198130841121495	0.232523364485981	0.266915887850467	0.301308411214953	0.335700934579439	0.370093457943925	0.45607476635514	0.542056074766355	0.62803738317757	0.714018691588785	0.8	0.789889555584793	0.779779111169585	0.769668666754378	0.75955822233917	0.749447777923963	0.745546276790237	0.739846965688517	0.733966621227938	0.723310286073664	0.710632698686741	0.008065	1.3274	0.3305	Nansai et al. (2014)	Sekine et al. (2017); REMANENCE (2017); 		3.88206896551724
0404b	Video players	NdFeB	0	0	0	0	0	0	0	0.02	0.05	0.1	0.18	0.3	0.5	0.7	0.83	0.9	0.93	0.96	0.98	0.99	1	1	1	1	1	1	1	1	1	1	1	0.00113384	1.2145	0.3305	Nansai et al. (2014)	Sekine et al. (2017); Habib et al. (2014)	Sekine et al. (2017); Habib et al. (2014)	3.51
0405	Speakers	NdFeB	0	0.001107382516032	0.002460850035628	0.004306487562349	0.007382550106883	0.011648616138866	0.017144396024389	0.022640175909912	0.028135955795435	0.033631735680958	0.039127515566481	0.045919461664813	0.052711407763146	0.059503353861478	0.066295299959811	0.073087246058143	0.090067111303975	0.107046976549806	0.124026841795637	0.141006707041468	0.1579865722873	0.155989929215475	0.15399328614365	0.151996643071825	0.15	0.184855657142524	0.22055378241305	0.255247967432253	0.289310293916405	0.32067689914017	0.35	4.41E-05	47.185	0.2330	Nansai et al. (2014)	Böni (2015); Glöser-Chahoud et al. (2016)	Reimer et al. (2018); Böni (2015)	2.44931034482759
0406	Cameras	NdFeB	0.2	0.219245283018868	0.242767295597484	0.274842767295598	0.328301886792453	0.402442165308714	0.497953732246971	0.593465299185228	0.688976866123485	0.784488433061743	0.85	0.89	0.91	0.93	0.95	0.96	0.97	0.98	0.99	0.995	1	0.987361944480991	0.974723888961981	0.962085833442972	0.949447777923963	0.936809722404953	0.931932845987796	0.924808707110646	0.917458276534922	0.904137857592079	0.888290873358427		0.2008	0.2245				0.544827586206896
0407	CRT TVs		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.886350974930362	0.1795		Thiébaud et al. (2018); Lixandru et al. (2017)	Lixandru et al. (2017)	30.2289655172414
0408	Flat screen TVs	NdFeB	0	0.00323599907953	0.007191109065622	0.012584440864838	0.021573327196865	0.034039648050629	0.05009944526918	0.066159242487731	0.082219039706282	0.098278836924834	0.114338634143385	0.134186095164501	0.154033556185616	0.173881017206732	0.193728478227848	0.213575939248964	0.263194591801753	0.312813244354543	0.362431896907333	0.412050549460122	0.461669202012912	0.455834601006456	0.45	0.506043565705476	0.560461455864892	0.613253670478246	0.67	0.664878200646924	0.659593712062862	0.650017184386938	0.638624218163826		11.4801792230787	0.1795		Thiébaud et al. (2018); Lixandru et al. (2017); Hobohm & Kuchta (2015)	Lixandru et al. (2017)	10.4568965517241
0702	Game consoles	NdFeB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.816987084517107	0.751803854131579	0.679973050362136	0.615107442348008	0.533364442370509	0.488548276247862		10	0.3305		Glöser-Chahoud et al. (2016)		0.48
0802b	MRIs	NdFeB	0.99	0.99	0.98	0.961945031712474	0.95	0.93	0.9	0.85	0.786082474226804	0.68	0.5	0.33	0.25	0.217391304347826	0.23	0.24	0.26	0.27	0.280665280665281	0.27	0.26	0.25	0.24	0.229761186309165	0.229761186309165	0.229761186309165	0.229761186309165	0.229761186309165	0.229761186309165	0.229761186309165	0.229761186309165	0.000686891	1620000	0.2290	Nansai et al. (2014)	Schulze & Buchert (2016); Reimer et al. (2018); Habib et al. (2014)	Habib et al. (2014);  Reimer et al. (2018)	16000
1002	Cooled vending machines	NdFeB	0	0.000424528301887	0.000943396226415	0.001650943396226	0.002830188679245	0.004465635999457	0.006572508799566	0.008679381599674	0.010786254399783	0.012893127199891	0.015	0.022693760695958	0.031893241051778	0.042598441067459	0.054809360743001	0.068526000078404	0.094429757920403	0.124097814912054	0.157530171053359	0.194726826344317	0.235687780784928	0.25	0.246800044910164	0.243600089820328	0.240400134730492	0.237200179640656	0.235965354750853	0.234161523107105	0.232300394415441	0.228927664937335	0.224915209241065		112.5	0.2280				92.22
1101	Cars	NdFeB	0	0.002280319708671	0.00506737713038	0.008867909978166	0.015202131391141	0.023986805440427	0.035303703626951	0.046620601813476	0.0579375	0.075795153750889	0.095790464220288	0.121348735746245	0.149548825087195	0.180390732243138	0.213874457214073	0.25	0.325123195034257	0.406672208100143	0.494647039197657	0.5890476883268	0.689874155487571	0.710671708303524	0.730713656474334	0.75	0.7725	0.795675	0.81954525	0.8441316075	0.869455555725	0.89553922239675	0.922405399068653	1.2465E-05	273.433540372671	0.2600	Nansai et al. (2014)	Sekine et al. (2017); Yang et al. (2017); ProSUM D2.4 Peck et al. (2017); Restrepo et al. (2017); Fishman et al. (2018); 	Sekine et al. (2017)	1292.534433283
1102	ECVs	NdFeB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.995250011187494	0.990459855541672	0.985629533062533	0.980759043750077	0.975848387604304	0.974852154955815	0.972691792945346	0.970392765987175	0.965	0.956849862709794		2000	0.1964		All unique >2009	Walton (2019) – M6 Presentation	
1102a	BEVs	NdFeB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.990500022374989	0.980919711083344	0.971259066125065	0.961518087500153	0.951696775208608	0.94970430991163	0.945383585890692	0.94078553197435	0.93	0.913699725419587		2000	0.1964				1130.92769096942
1102b	PHEVs	NdFeB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		2000	0.1964				1800.7483277592
1103	HEVs	NdFeB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1315.66666666667	0.2275		Elwert et al. (2017); Reimer et al. (2018); Bauer et al. (2010); Yano et al. (2015)	Reimer et al. (2018); Sekine et al. (2017)	1510.03703703704
1104	Snowmobiles, golf cars and similar vehicles	NdFeB	0	0.001140159854336	0.00253368856519	0.004433954989083	0.007601065695571	0.011993402720213	0.017651851813476	0.023310300906738	0.02896875	0.037897576875445	0.047895232110144	0.060674367873123	0.074774412543598	0.090195366121569	0.106937228607036	0.125	0.162561597517129	0.203336104050072	0.247323519598829	0.2945238441634	0.344937077743786	0.355335854151762	0.365356828237167	0.375	0.38625	0.3978375	0.409772625	0.42206580375	0.4347277778625	0.447769611198375	0.461202699534326	0.0001724		0.2600	Nansai et al. (2014)		Reimer et al. (2018)	3778.8
1105	Trucks	NdFeB	0	0.001710239781503	0.003800532847785	0.006650932483624	0.011401598543356	0.01799010408032	0.026477777720213	0.034965451360107	0.043453125	0.056846365313167	0.071842848165216	0.091011551809684	0.112161618815397	0.135293049182353	0.160405842910555	0.1875	0.243842396275693	0.305004156075107	0.370985279398243	0.4417857662451	0.517405616615678	0.533003781227643	0.54803524235575	0.5625	0.579375	0.59675625	0.6146589375	0.633098705625	0.65209166679375	0.671654416797563	0.691804049301489		39.7826086956522	0.2600		Seo & Morimoto (2014); Widmer et al. (2015)		3475
1106	Buses	NdFeB	0	0.001710239781503	0.003800532847785	0.006650932483624	0.011401598543356	0.01799010408032	0.026477777720213	0.034965451360107	0.043453125	0.056846365313167	0.071842848165216	0.091011551809684	0.112161618815397	0.135293049182353	0.160405842910555	0.1875	0.243842396275693	0.305004156075107	0.370985279398243	0.4417857662451	0.517405616615678	0.533003781227643	0.54803524235575	0.5625	0.579375	0.59675625	0.6146589375	0.633098705625	0.65209166679375	0.671654416797563	0.691804049301489		39.7826086956522	0.2600		Seo & Morimoto (2014); Widmer et al. (2015)		3704.85714285714
1107	Motorhomes	NdFeB	0	0.001140159854336	0.00253368856519	0.004433954989083	0.007601065695571	0.011993402720213	0.017651851813476	0.023310300906738	0.02896875	0.037897576875445	0.047895232110144	0.060674367873123	0.074774412543598	0.090195366121569	0.106937228607036	0.125	0.162561597517129	0.203336104050072	0.247323519598829	0.2945238441634	0.344937077743786	0.355335854151762	0.365356828237167	0.375	0.38625	0.3978375	0.409772625	0.42206580375	0.4347277778625	0.447769611198375	0.461202699534326		39.7826086956522	0.2600		Seo & Morimoto (2014); Widmer et al. (2015)		2349.09983191919
1108	Electric bikes	NdFeB	0	0.004872413793103	0.010827586206897	0.018948275862069	0.03248275862069	0.051253182277905	0.075434269960255	0.099615357642605	0.123796445324955	0.147977533007305	0.172158620689655	0.20204275862069	0.231926896551724	0.261811034482759	0.291695172413793	0.321579310344828	0.396289655172414	0.471	0.576026781984737	0.689354493191075	0.810983133619013	0.838863201709815	0.865767172960032	0.891695047369663	0.916646824938709	0.94062250566717	0.971714572685088	1	1	1	1		266.055900621118	0.2320		Morimoto et al. (2019); Yang et al. (2017); Habib & Wenzel (2014); Schulze & Buchert (2016); Glöser-Chahoud et al. (2016); Reimer et al. (2018); Ciacci et al. (2019)		33.6015424554798
1201	Industrial machines + motors	NdFeB	0	0.000140186915888	0.000311526479751	0.000545171339564	0.000934579439252	0.001474633694525	0.002170361161227	0.00286608862793	0.003561816094632	0.004257543561335	0.004953271028037	0.00581308411215	0.006672897196262	0.007532710280374	0.008392523364486	0.009252336448598	0.011401869158879	0.013551401869159	0.015700934579439	0.01785046728972	0.02	0.01974723888962	0.01949447777924	0.01924171666886	0.018988955558479	0.018736194448099	0.018638656919756	0.018496174142213	0.018349165530699	0.018082757151842	0.017765817467169	9.56555E-05	175	0.2513	Nansai et al. (2014)	Buchert et al. (2014)	Sekine et al. (2017); Reimer et al. (2018)	3467.74237472767
1202	Industrial pumps	NdFeB	0	0.000700934579439	0.001557632398754	0.002725856697819	0.004672897196262	0.007373168472624	0.010851805806136	0.014330443139649	0.017809080473162	0.021287717806674	0.024766355140187	0.029065420560748	0.033364485981309	0.037663551401869	0.04196261682243	0.046261682242991	0.057009345794393	0.067757009345794	0.078504672897196	0.089252336448598	0.1	0.098736194448099	0.097472388896198	0.096208583344297	0.094944777792396	0.093680972240495	0.09319328459878	0.092480870711065	0.091745827653492	0.090413785759208	0.088829087335843	7.42E-05	350	0.2231	Nansai et al. (2014)	Grundfos (1-2-2020)	Walton (2019) – M6 presentation	9.28374937726635
1203	Lifting and conveying machines	NdFeB	0	0.00035046728972	0.000778816199377	0.00136292834891	0.002336448598131	0.003686584236312	0.005425902903068	0.007165221569824	0.008904540236581	0.010643858903337	0.012383177570094	0.014532710280374	0.016682242990654	0.018831775700935	0.020981308411215	0.023130841121495	0.028504672897196	0.033878504672897	0.039252336448598	0.044626168224299	0.05	0.04936809722405	0.048736194448099	0.048104291672149	0.047472388896198	0.046840486120248	0.04659664229939	0.046240435355532	0.045872913826746	0.045206892879604	0.044414543667921	0.000187353333333		0.2513	Nansai et al. (2014)			134.616798776248
1204	Shaping machines	NdFeB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000421093333333		0.2513	Nansai et al. (2014)			657.678270634475
1205a	Wind turbines, onshore, LS	NdFeB	0	0	0	0	0	0	0	0	0	0	0	0	0.005050505050505	0	0	0	0	0	0	0.010320597277119	0.00219587176109	0.01405357927097	0.01624945103206	0.046259698433611	0.080588493631972	0.067193675889328	0.057092665788318	0.10320597277119	0.068218416044503	0.075033548040794	0.081848680037086		625	0.2940			Fishman & Graedel (2019); Reimer et al. (2018); Viebahn et al. (2015); Walton (2019) – M6 presentation	38.224
1205a	Wind turbines, onshore, HS	NdFeB	0	0	0	0	0	0	0.003440199092373	0	0	0	0.021153564631825	0	0	0	0	0	0.015371102327624	0.006660811008637	0.015444298052993	0.021592738984043	0.081613233787146	0.040806616893574	0.157004830917875	0.129922412531108	0.203118137900747	0.212999560825648	0.292050944224857	0.245205679988289	0.232396428048602	0.238030059044552	0.243663690040502		134	0.2940		Schulze & Buchert (2016); Viebahn et al. (2015); Goodenogh et al. (2017); Barteková (2015); Reimer et al. (2018)	Fishman & Graedel (2019); Reimer et al. (2018); Viebahn et al. (2015); Walton (2019) – M6 presentation	38.224
